Database Tables

	Table Name	Access Type	Accesses	Gross [microsec]	B	BuffType	Table Category	P/C	Short Description	Package

	ABAP SQL Setup	Open SQL	  1,210	          83,791					Internal ABAP SQL Events; See SAP Note 03290913
	FINSC_LD_CMP	Open SQL	     12	          21,137	On	Complete	TRANSP		CompCode-Dependent Settings for Univ. Journal Entry Ledger	FINS_ACDOC_CUST
	/SCWM/TQIOTT	Open SQL	      2	              13	On	Complete	TRANSP		Description Inspection Object Type	/SCWM/QINSP
	TMC4	Open SQL	      1	              13	On	Complete	TRANSP		Global Control Elements: LIS Info Structure	MCS
	/UTGFR/TFERCRA_N	Open SQL	      1	              13	On	Complete	TRANSP		Rule Set Company Assignment - Upload	/UTGFR/MD
	FIN_RE_EVENT	Open SQL	      1	              13	On	Single Record	TRANSP		Substitution Scenerio Events	FINS_GEN_RE_REP
	SXT_ACT	Open SQL	      1	              13	On	Complete	TRANSP		Activation	SXT_CORE
	TBE24	Open SQL	      1	              13	On	Complete	TRANSP		Customer Products	BBTE
	TQ32	Open SQL	      1	              13	On	Complete	TRANSP		Assignment of inspection type to origin	QL
	DESTLOG	Open SQL	      1	              13	On	Complete	TRANSP		Logging Destinations	SRFC
	FINSC_CURTYPE_C	Open SQL	      1	              13	On	Complete	TRANSP		Currency type	FINS_ACDOC_CUST
	FCLM_FB2_MAP	Open SQL	      1	              13	On	Complete	TRANSP		Field mapping from BSEG to FQM_FLOW for Flow Builder 2.0	FCLM_REUSE
	CRMC_SUBOB_CAT	Open SQL	      1	              13	On	Complete	TRANSP		Business Transaction - Object Type	CRM_ORDER
	FINSTS_SLALITTY	Open SQL	      1	              13	On	Complete	TRANSP		Subledger-Specific Line Item Types	FINS_ACDOC_DB
	T8G29	Open SQL	      1	              13	On	Complete	TRANSP		Item categories permitted for each business transaction	GLT0
	T8JXCP	Open SQL	      1	              13	On	Complete	TRANSP		Cross company account determination	GJV2
	TUID	Open SQL	      1	              13	On	Complete	TRANSP		UID Handling	UID
	ASTAT_TYP1	Open SQL	      1	              13	On	Generic	TRANSP		Types of I/Okeys	SAPWL_OLD_FRONTEND
	I_CITCLASSFCTNCONFIGURATION	Open SQL	      1	              13			?	?	?
	TACE_COMP_SPEC	Open SQL	      1	              13	On	Generic	TRANSP		Component-Specific Program Components	ACE
	T030B	Open SQL	      1	              13	On	Generic	TRANSP		Standard Posting Keys	FBAS
	FINCS_MAP_RLDNR	Open SQL	      1	              13	On	Generic	TRANSP		Mapping of Source Ledger to Consolidation Chart of Accounts	FIN_CS_ACCTG_INTEG
	CFIN_COGS_RELEV	Open SQL	      1	              13	On	Complete	TRANSP		Central Finance: Account-based COGS split relevance	FIN_CFIN_INTEGRATION
	CUSD	Open SQL	      1	              13	On	Generic	TRANSP		Customizing: Class/Config: Screendesigner	CT
	/SCA/DOCFLOW_ACT	Open SQL	      1	              13	On	Complete	TRANSP		Activate Document Flow	/SCA/DM
	WPBHELP_URL	Open SQL	      1	              13	On	Complete	TRANSP		URL Maintenance for context.html	SWPB_CONTEXT_HELP
	TBD00	Open SQL	      1	              13	On	Complete	TRANSP		Views of customer model	SALE
	CFIN_CLR_SET	Open SQL	      1	              13	On	Complete	TRANSP		Central Finance: Settings for Clearing	FIN_CFIN_INTEGRATION
	/SCMB/BPMAPGEN	Open SQL	      1	              13	On	Complete	TRANSP		General Settings for the Business Partner ID Mapping	/SCMB/BP_NUMBER
	DRFC_SERV_IMPL	Open SQL	      1	              13	On	Complete	TRANSP		Available Outbound Implementations	DRF_DDIC
	T8G16	Open SQL	      1	              13	On	Complete	TRANSP		Allocation: internal key - item category (SAP)	GLT0
	/SYCLO/YCA000	Open SQL	      3	              12	On	Complete	TRANSP		Syclo Mobile Application Release Info - Custom Config	/SYCLO/CORE
	FCOC_COGS_HD	Open SQL	      2	              12	On	Complete	TRANSP		COGS Splitting Profile: Header	FINS_COPA_COGS_SPLIT
	CKMLAB02	Open SQL	      2	              12	On	Complete	TRANSP		Material Update Structure (Assignment to Valuation Area)	CKMC
	T169P	Open SQL	      2	              12	On	Generic	TRANSP		Parameters, Invoice Verification	MRM
	TCUCH	Open SQL	      2	              12	On	Complete	TRANSP		Customizing: Batch Configuration for Rel.3.0	VB0C
	APOC_C_APP_OBJ_TYPE_ACTIVATION	Open SQL	      1	              12			?	?	?
	FINS_TECH_LEDGER	Open SQL	      1	              12	On	Complete	TRANSP		Assignment Ledger -> Technical Ledger	FINS_ACDOC_DB
	J_3RM_TRACEGOODS	Open SQL	      1	              12	On	Generic	TRANSP		List of Traceable Goods	J3RM
	TPMMO_CUSTSUBCL	Open SQL	      1	              12	On	Single Record	TRANSP		Customer Classes That Enhance PMMO Classes	PMMO_BASIS
	TIVCACCSET	Open SQL	      1	              12	On	Complete	TRANSP		Basic Settings per Company Code	RE_CA_AP
	/AIF/BGP_CONF	Open SQL	      1	              12	On	Complete	TRANSP		Configuration for bgPF	/AIF/BGP_INTEGRATION
	T009Y	Open SQL	      1	              12	On	Generic	TRANSP		Shortened fiscal years in Asset Accounting	SFBX
	/SYCLO/CA000A	Open SQL	      1	              12	On	Complete	TRANSP		Mobile application - Satellite Systems	/SYCLO/CORE
	TTYPV	Open SQL	      1	              12	On	Complete	TRANSP		FI Summarization Dependent on the Object Type	FBAS
	TBE22	Open SQL	      1	              12	On	Complete	TRANSP		Complementary Software Partner Product	BBTE
	OVS_CHECKID	Open SQL	      1	              12	On	Complete	TRANSP		Enumeration of Existing Check IDs	ID-FI-OVF-ABA
	PPS_T_SCEN_CONF	Open SQL	      1	              12	On	Complete	TRANSP		PPS: Scenario Configuration	IS_S4PPS_GENREAL_DB
	USRBF3	Open SQL	      1	              12	On	Single Record	TRANSP		User Buffer Content for Fast RFC Logon - New	S_PROFGEN
	SRAL_RECORD	Open SQL	      1	              12	On	Complete	TRANSP		Read Access Logging: Recorder	SREAD_ACCESS_LOG_CORE
	TUID_EID	Open SQL	      1	              12	On	Complete	TRANSP		Item Unique Identification Enterprise Identifier	UID
	FIRUD_OFFS_BUKRV	Open SQL	      1	              12	On	Complete	TRANSP		Rule versions for offsetting account determination	GLO_FIN_CIS_OFFSET_ACC
	OIH07	Open SQL	      1	              12	On	Complete	TRANSP		TDP allowed combinations of ED Group and Handling Type	OIH
	FINSC_ACDOC_FCT	Open SQL	      1	              12	On	Complete	TRANSP		Fieldcatalog for table ACDOCA in unified journal entry	FINS_ACDOC_CUST
	/SCWM/THUNR	Open SQL	      1	              12	On	Generic	TRANSP		Interval for Handling Unit Number Range Interval	/SCWM/CORE
	TKE_BUS_TRANS	Open SQL	      1	              12	On	Complete	TRANSP		CO-PA Update of Business Transactions	KE
	FINS_REV_REC_EVAL_AREA	Open SQL	      1	              12			?	?	?
	MDLG	Open SQL	      1	              12	On	Complete	TRANSP		Customizing: MRP Area Storage Location	MD03
	/SAPAPO/SYSDIR	Open SQL	      1	              12	On	Complete	TRANSP		Assignment of System/Client to RFC Destination	/SAPAPO/OO_MASTER_DATA
	TKEBB	Open SQL	      2	              11	On	Complete	TRANSP		Management for Operating Concerns (Cross-Client)	KE
	T8G21	Open SQL	      1	              11	On	Generic	TRANSP		Splitting rule: Item categories to be processed	GLT0
	/SAPSLL/NOSCA	Open SQL	      1	              11	On	Complete	TRANSP		Activation of Numbering Scheme Content	/SAPSLL/CORE
	TKASC_RT	Open SQL	      1	              11	On	Complete	TRANSP		Activate Realtime Overhead for Business Transactions	KASC_RTOHC
	/SAPSLL/TLER3B	Open SQL	      1	              11	On	Complete	TRANSP		SLL: R/3 BS: Control: Call Customs Server: Doc. Types	/SAPSLL/PLUG_IN_R3
	BEH_C_SUBSCRIPTN	Open SQL	      1	              11	On	Complete	TRANSP		List of subscriptions	BEH_SUBSCRIPTION
	TKT09	Open SQL	      1	              11	On	Single Record	TRANSP		Texts for versions in master table	KBAS
	SWELCFG	Open SQL	      1	              11	On	Complete	TRANSP		(Switch On/Off) Administration Data Event Log	SWE
	TJ04	Open SQL	      1	              11	On	Generic	TRANSP		Status control for object type	BSV
	T8G17	Open SQL	      1	              11	On	Complete	TRANSP		Allocation: acct number - item type	GLT0
	FDM_COLL_COMPCOD	Open SQL	      1	              11	On	Generic	TRANSP		FSCM-COL: Active Company Codes of Collections Management	FDM_AR_CUSTOMIZING
	TSTC	Open SQL	      1	              11	On	Single Record	TRANSP		SAP Transaction Codes	SEUA_TRAN
	TSADCORR	Open SQL	      1	              11	On	Complete	TRANSP		BC-SRV-ADR: Activate/Deactivate Specific Corrections	SZAD
	/SCDL/AF_ACTNMAP	Open SQL	      1	              11	On	Complete	TRANSP		Assignment of Action (BO) to Activity (STM)	/SCDL/ADAPTER_STM
	/SCWM/T333	Open SQL	      1	              11	On	Generic	TRANSP		Warehouse Process Type	/SCWM/CORE
	TDRVEV	Open SQL	      1	              11	On	Complete	TRANSP		Assignment of Search Procedures to Derivation Events	VBDRV
	EVTB_EE_REG_INVD	Open SQL	      2	              10	On	Complete	TRANSP		RAP EEE: Event Binding Entity Event Reg. Invalidation	SBOI_RAP_SERVICES_EEE_EVTB_IMP
	FMISPS	Open SQL	      2	              10	On	Complete	TRANSP		General Parameters for Funds Management	FMBSCORE
	TCURX	Open SQL	      2	              10	On	Complete	TRANSP		Decimal Places in Currencies	SFIB
	GLO_BUPLA_WLIST	Open SQL	      2	              10	On	Complete	TRANSP		Globalization Service: Allowed List	ID-FI-BUPLA-DATA
	EVTB_EE_REG	Open SQL	      1	              10	On	Complete	TRANSP		RAP EEE: Event Binding Entity Event Registration	SBOI_RAP_SERVICES_EEE_EVTB_IMP
	/SCWM/QIOT	Open SQL	      1	              10	On	Complete	TRANSP		Version-Dependent Inspection Object Type	/SCWM/QINSP
	TMLCCSHD	Open SQL	      1	              10	On	Complete	TRANSP		Act.Cost Comp. Split: Data Range in Valuation Area (General)	CKMC
	TAX_RFD_CODES	Open SQL	      1	              10	On	Generic	TRANSP		Define Tax Code as Refund-Related	FBAS
	T006B	Open SQL	      1	              10	On	Generic	TRANSP		Assignment of commercial to internal unit of measurement	SZME
	TCKH3	Open SQL	      1	              10	On	Generic	TRANSP		Cost Components	CKJ1
	TCKH1	Open SQL	      1	              10	On	Generic	TRANSP		Cost Components - Texts	CKJ1
	T158	Open SQL	      1	              10	On	Generic	TRANSP		Transaction Control: Inventory Management	MB
	TJ06	Open SQL	      1	              10	On	Generic	TRANSP		System statuses set/deleted by process	BSV
	TACECOMP	Open SQL	      1	              10	On	Complete	TRANSP		Accrual Engine Application Component	ACE
	TSECLOG_SETTINGS	Open SQL	      1	              10	On	Complete	TRANSP		Settings for Application Monitor	SABP_SECLOG
	/SCWM/TMAPPLANT	Open SQL	      1	              10	On	Complete	TRANSP		Mapping Table Plant -  Business Partners	/SCWM/ERP_INTEGRATION
	FINSC_POSTSCHEMA	Open SQL	      1	              10	On	Complete	TRANSP		Posting Scheme	FINS_ACDOC_POST
	FINSC_POSTSCHEMI	Open SQL	      1	              10	On	Complete	TRANSP		Posting Schema Item	FINS_ACDOC_POST
	FAGL_FIELD_MOVEC	Open SQL	      1	              10	On	Complete	TRANSP		Conversion Table for Customer Fields of General Ledger	FAGL_LEDGER_CUST
	OIH24	Open SQL	      1	              10	On	Complete	TRANSP		ED GROUPING CODE	OIH
	TIUID_TYPE_T	Open SQL	      1	              10	On	Complete	TRANSP		Item Unique Identifier Type Description	IUID
	TACC_TRGT_LG_CMP	Open SQL	      1	              10	On	Complete	TRANSP		Assignment of Accounting Principle / CoCode to Ledger Group	FINS_ACDOC_CUST
	T003T	Open SQL	      1	              10	On	Generic	TRANSP		Document Type Texts	FBASCORE
	FINSV_UNIQUE_CVTYPS	Open SQL	      1	              10			?	?	?
	FAGL_SAP_GENLEVL	Open SQL	      1	              10	On	Complete	TRANSP		New General Ledger Accounting: Generation Status (SAP)	FAGL_LEDGER_CUST
	SDSLS_DOC_VCM	Open SQL	      1	              10	On	Generic	TRANSP		Assign Sales Doc Type and Item Cat. to Value Chain	SDSLS_INTERCOMPANY
	TBE12	Open SQL	      1	              10	On	Complete	TRANSP		Complementary Software Partner	BBTE
	/QTYW/ISO91H	Open SQL	      1	              10	On	Complete	TRANSP		ISO 91-1:1992 - Petroleum measurement tables - Part 1	/QTYW/QAPI
	/SCMB/TSLDPROD	Open SQL	      1	               9	On	Complete	TRANSP		Buffer for SLD Data (Software Products per Business System)	/SCMB/BUSSYS
	/SAPAPO/APO01	Open SQL	      1	               9	On	Complete	TRANSP		APO Planning Version	/SAPAPO/OO_VERSION
	T159L	Open SQL	      1	               9	On	Single Record	TRANSP		Default values for inventory management and physical invent.	MB
	FINOC_ORGLCHG_DATE_STATUS_BUF	Open SQL	      1	               9			?	?	?
	TWCBCONTRTYPE	Open SQL	      1	               9	On	Generic	TRANSP		Condition Contract Type	WCB_CC_PERS
	T003M	Open SQL	      1	               9	On	Generic	TRANSP		Transaction/Event Types for SAPMM07M/SAPMM07I	MB
	SWOTLV	Open SQL	      1	               9	On	Complete	TRANSP		Runtime Table Verbs	SWO
	TSL1D	Open SQL	      1	               9	On	Complete	TRANSP		System Log Message (Formerly 100S or TSL01)	SLOG
	FINS_TRR_VAL	Open SQL	      1	               9	On	Complete	TRANSP		Event Based Revenue Recognition: Valuation	FINS_REV_REC_CUST
	OIJX	Open SQL	      1	               9	On	Complete	TRANSP		TSW control record	OIJ
	SWP_ADMIN	Open SQL	      1	               9	On	Complete	TRANSP		Customizing Workflow Runtime System	SWP
	TACEDS_ATHRVR	Open SQL	      1	               9	On	Complete	TRANSP		Threshold Variants for Approval of Periodic Accrual Amounts	ACE_S4
	/SYCLO/CA000X	Open SQL	      1	               9	On	Complete	TRANSP		Cross application system setting - CONVEXIT Exclusion List	/SYCLO/CORE
	FTGL_ID	Open SQL	      1	               9	On	Complete	TRANSP		Feature Toggle IDs	SRLFW_FTGL
	T007BE	Open SQL	      1	               9	On	Complete	TRANSP		Bill of exchange customizing for deferred tax(RFUMSV50)	FB_DEFTAX
	T074U	Open SQL	      1	               9	On	Generic	TRANSP		Special G/L Indicator Properties	FBAS
	FQM_BSEG_FT	Open SQL	      1	               9	On	Complete	TRANSP		Assign Flow Types to G/L Accounts	FQM
	TTZ5S	Open SQL	      1	               9	On	Complete	TRANSP		Assign time zones to regions	SZTZ
	/SAPPSPRO/C_GPF	Open SQL	      1	               9	On	Complete	TRANSP		Customizing Activation of Government Procurement Functions	/SAPPSPRO/BASIS/
	FINS_CO_DOCT_VAR	Open SQL	      1	               9	On	Complete	TRANSP		Variant for Mapping CO Bus. Transact. to Document Types	FINS_ACDOC_CUST
	/SYCLO/YCA000S	Open SQL	      1	               9	On	Complete	TRANSP		Mobile application - mobile status settings - Custom Config	/SYCLO/CORE
	TSADVC_CLIDEP	Open SQL	      1	               9	On	Complete	TRANSP		International Address Version Customizing (Client-Specific)	SZAD
	V_TKEB	Open SQL	      1	               9	On	Complete	VIEW		Generated Table for View	KE
	/SAPPCE/TDPC02	Open SQL	      1	               9	On	Generic	TRANSP		Down Payment Chain Types	/SAPPCE/DPC
	TCKH9	Open SQL	      1	               9	On	Generic	TRANSP		Texts for Cost Component Views in Display	CKJ1
	/SCWM/TIMCBWA	Open SQL	      2	               8	On	Generic	TRANSP		Determine ERP MM-IM Movement Type: Customer Movement Types	/SCWM/ERP_INTEGRATION
	T014	Open SQL	      2	               8	On	Complete	TRANSP		Credit control areas	FBD
	SEOCLASSDF	Open SQL	      2	               8	On	Single Record	TRANSP		Definition of class/interface	SEO
	TCURV	Open SQL	      2	               8	On	Generic	TRANSP		Exchange rate types for currency translation	SFIB
	T320	Open SQL	      1	               8	On	Generic	TRANSP		Assignment IM Storage Location to WM Warehouse Number	LVS
	T161	Open SQL	      1	               8	On	Generic	TRANSP		Purchasing Document Types	ME
	FAGL_VAL_COCODE	Open SQL	      1	               8	On	Single Record	TRANSP		Allocation to company code	FAGL_POSTING_SERV_EHP3
	TACEDS_ADJREASNT	Open SQL	      1	               8	On	Complete	TRANSP		Text for Reason of Adjusting the Accrual Amount in CurPerd	ACE_S4
	POC_C_PARAM_VAL	Open SQL	      1	               8	On	Complete	TRANSP		Parameter and Values	BS_POC_MAIN
	FINS_TRR_FTRCLD	Open SQL	      1	               8	On	Complete	TRANSP		EBRR Switches	FINS_REV_REC_CUST
	TACE_ITEMTYPE	Open SQL	      1	               8	On	Generic	TRANSP		Accrual Item Types	ACE_S4
	OIH4	Open SQL	      1	               8	On	Complete	TRANSP		Excise duty tax status (IS-Oil TDP standard/core object)	OIH
	BGRFC_CUST_I_SRV	Open SQL	      1	               8	On	Complete	TRANSP		Inbound Scheduler/Destinations Customizing	SQRFC2
	FINS_XRR_CNTRL	Open SQL	      1	               8	On	Complete	TRANSP		Event Based Revenue Recognition: Expert control	FINS_REV_REC_CUST
	/SAPMP/CMTSBV	Open SQL	      1	               8	On	Complete	TRANSP		Batch valuation of configurable materials in MTS	/SAPMP/PP_CMTSBVAL
	SRAL_PARAMS	Open SQL	      1	               8	On	Complete	TRANSP		Read access logging: paramters	SREAD_ACCESS_LOG_CORE
	FCLM_LQF_DERPARA	Open SQL	      1	               8	On	Complete	TRANSP		Liquidity Item Derivation Parameters	FCLM_QUERY_SEQUENCE
	FLQCOMPANY	Open SQL	      1	               8	On	Complete	TRANSP		Liquidity Calculation - Company Codes	FFLQ_D
	FINS_ACDOC_ACT_H	Open SQL	      1	               8	On	Complete	TRANSP		Activation of Unified Journal Entry (History)	FINS_ACDOC_CUST
	LOHUM_CLNT_CONF	Open SQL	      1	               8	On	Complete	TRANSP		Client dependent settings for Handling Unit Management	VV0C
	/SCWM/T300T	Open SQL	      1	               8	On	Generic	TRANSP		Warehouse Number Descriptions	/SCWM/WMEBASICS
	TCKH2	Open SQL	      1	               8	On	Complete	TRANSP		Assignment: Cost Element Interval - Cost Component Structure	CKJ1
	TCKHA	Open SQL	      1	               8	On	Complete	TRANSP		Cost Element/Origin Assignment with Additive Costs	CKJ1
	TCKH8	Open SQL	      1	               8	On	Generic	TRANSP		Cost Component Views in Display	CKJ1
	/SYCLO/YCA000X	Open SQL	      1	               8	On	Complete	TRANSP		Cross application sys setting - CONVEXIT Exclusion - Custom	/SYCLO/CORE
	/SCWM/T307	Open SQL	      1	               8	On	Generic	TRANSP		Handling Unit Types per Warehouse Number	/SCWM/CORE
	V_TKEBL	Open SQL	      1	               8	On	Complete	VIEW		Generated Table for View	KE0C
	T156C	Open SQL	      2	               7	On	Complete	TRANSP		Stock Types and Their Values	MB
	TACEDS_ADJREASN	Open SQL	      1	               7	On	Complete	TRANSP		Reason for Adjusting the Amount in a Period	ACE_S4
	BATCH_LOC_CHAR	Open SQL	      1	               7	On	Complete	TRANSP		Distribution of Batch Data - Local Characteristics	VBW
	FINSV_T001A	Open SQL	      1	               7	On	Complete	VIEW		Generated Table for View	FBAS
	NKPARMS	Open SQL	      1	               7	On	Complete	TRANSP		Control Table for Number Ranges	SZN
	TVSHP	Open SQL	      1	               7	On	Complete	TRANSP		Shipping Parameters at Client-level	VS0C
	TNROT	Open SQL	      1	               7	On	Complete	TRANSP		Text for number range object	SZN
	TCKH7	Open SQL	      1	               7	On	Generic	TRANSP		Cost Component Groups	CKJ1
	TPMMO_TOGGLE	Open SQL	      1	               7	On	Single Record	TRANSP		Master Switch for Activating PMMO	PMMO_BASIS
	/UTGFR/RA_FIELD	Open SQL	      1	               7	On	Complete	TRANSP		Regulatory Account Field Name in the Universal Journal	/UTGFR/CONFIG
	TACE_TTYPE	Open SQL	      1	               7	On	Complete	TRANSP		Transaction type	ACE_S4
	TACE_SLALITTYPE	Open SQL	      1	               7	On	Complete	TRANSP		Accrual specific configuration for Slalittype	ACE_S4
	TOJTD	Open SQL	      1	               7	On	Complete	TRANSP		Customizing Object Types	SWO
	TCLAT	Open SQL	      1	               7	On	Generic	TRANSP		Class Type Texts	CL
	TOBCT	Open SQL	      1	               7	On	Complete	TRANSP		Texts for Authorization Object Classes	SUSR
	DRFC_APPL_SERV	Open SQL	      1	               7	On	Complete	TRANSP		Assignment of Outbound Implementation to Replication Model	DRF_DDIC
	FINS_IC_PROJ	Open SQL	      1	               7			?	?	?
	TCKMLBNKSZ	Open SQL	      1	               7	On	Complete	TRANSP		Assignment of Delivery Costs Structure	CKMC
	T000C	Open SQL	      1	               7	On	Complete	TRANSP		Table for Installing FI-SL Customizing	GBAS
	TFDM_DEFCC	Open SQL	      1	               7	On	Single Record	TRANSP		FSCM-DM: Default Values for Company Code	FDM_AR_CUSTOMIZING
	/SYCLO/CA000PT	Open SQL	      1	               7	On	Complete	TRANSP		Mobile application - parameter values (language specific)	/SYCLO/CORE
	OVS_CHKRSLT	Open SQL	      1	               7	On	Complete	TRANSP		Mapping of Result Codes to Message Types	ID-FI-OVF-ABA
	QRFC_CUST_I_DEST	Open SQL	      1	               7	On	Complete	TRANSP		Inbound Scheduler / New/Old API Customizing	SQRFC2
	OVS_SPOTACTIV	Open SQL	      1	               7	On	Complete	TRANSP		Enable Selective Online Validation	ID-FI-OVF-ABA
	JVA_OPTIONS	Open SQL	      1	               7	On	Complete	TRANSP		JVA processing options (company code level)	GJVA
	/IDT/D_CG_ASSIGN	Open SQL	      1	               7	On	Complete	TRANSP		Country Group Assignment	/IDT/GENERAL
	T8G22	Open SQL	      1	               7	On	Generic	TRANSP		Splitting rule: Additional items	GLT0
	FMBLFILTER_USER	Open SQL	      1	               7	On	Complete	TRANSP		Excludes a user going through BL core (only for testing)	FMFG_BLCORE_E
	CRMC_BUS_SUBOB_C	Open SQL	      1	               7	On	Complete	TRANSP		Business Transaction - Object Type Combination	CRM_ORDER
	FISK_BAR_BPROLE	Open SQL	      1	               7	On	Complete	TRANSP		Business Partner Role for Master Data Validation	ID-FI-SK
	CMM_MTM_CLIENT	Open SQL	      1	               7	On	Complete	TRANSP		MtM Settings at Client Level	LOG_CMM_ANALYTICS
	FINS_GLO_IT_FL_T	Open SQL	      1	               7	On	Complete	TRANSP		Country specific document field fields definition	FINS_FI_DECO
	T80D	Open SQL	      1	               7	On	Complete	TRANSP		FI-SL: Control table for client-specific user exits	GBASCORE
	TPSL_C04	Open SQL	      1	               7	On	Generic	TRANSP		Currency Types	KEPSL
	T006T	Open SQL	      1	               7	On	Generic	TRANSP		Dimension Texts	SZME
	FINS_TRR_EVA	Open SQL	      1	               7	On	Complete	TRANSP		Evaluation scope of Event Based Revenue Recognition	FINS_REV_REC_CUST
	T8G10	Open SQL	      1	               7	On	Complete	TRANSP		Assignment: Transaction code- accounting transaction variant	GLT0
	TFDM_P2PCC	Open SQL	      1	               6	On	Generic	TRANSP		Settings for Promise to Pay per Company Code	FDM_AR_CUSTOMIZING
	T158W	Open SQL	      1	               6	On	Generic	TRANSP		Long Text for Transaction/Event Type	MB
	FINSC_ACTVE_APPL	Open SQL	      1	               6	On	Complete	TRANSP		Active Application and Subapplication in Client	FINS_ACDOC_CUST
	/SCWM/QIOTPRP	Open SQL	      1	               6	On	Complete	TRANSP		Properties: Version-Dependent Inspection Object Type	/SCWM/QINSP
	OVS_CHECKACTIV	Open SQL	      1	               6	On	Complete	TRANSP		Active Checks	ID-FI-OVF-ABA
	/IBPP/R3_GTSVER	Open SQL	      1	               6	On	Complete	TRANSP		Version of connected GTS System	/IBPP/PLUG_IN_R3
	T003L	Open SQL	      1	               6	On	Generic	TRANSP		Transaction Type for Material Ledger	CKMC
	T001Z	Open SQL	      1	               6	On	Generic	TRANSP		Additional Specifications for Company Code	FBASCORE
	TWPA	Open SQL	      1	               6	On	Complete	TRANSP		General Parameters for Retail Control	WSOR
	TCKH4	Open SQL	      1	               6	On	Generic	TRANSP		Cost Component Structure for Cost of Goods Manufactured	CKJ1
	BGRFC_REG_I_DEST	Open SQL	      1	               6	On	Complete	TRANSP		Unit History Interface: Inbound bgRFC	SQRFC2
	TCLS	Open SQL	      1	               6	On	Complete	TRANSP		Classes: Organizational areas	CL
	/SAPMP/MILLCA_ST	Open SQL	      1	               6	On	Single Record	TRANSP		Status of SAP_MILLCA characteristics in CABN	/SAPMP/LO-MD
	TMCA	Open SQL	      1	               6	On	Complete	TRANSP		Evaluating movement types for LIS update	MCB
	/SCWM/TCHM_SDEST	Open SQL	      1	               6	On	Complete	TRANSP		Check Monitor: RFC Destination of Logical System	/SCWM/ERP_INTEGRATION
	TMCW	Open SQL	      1	               6	On	Complete	TRANSP		RIS Enhancement	MCW
	ASTAT_TYP2	Open SQL	      1	               6	On	Complete	TRANSP		Customer specific activation of application  statistics	SAPWL_OLD_FRONTEND
	TISSR_MAACRE	Open SQL	      1	               6	On	Complete	TRANSP		FSSR: Additional Data - Company Code/SR Variant	VVSRFISL
	/SCWM/T300_MD	Open SQL	      1	               6	On	Generic	TRANSP		Assignments: Warehouse Number/Business Partner	/SCWM/WMEBASICS
	T377X	Open SQL	      1	               6	On	Complete	TRANSP		Documents Allowed for Serial Number Management	LO_SN_DB
	FINOCC_ACTIV	Open SQL	      1	               6	On	Complete	TRANSP		Organizational Change Feature Activation	FINS_ORGL_CHANGE_CUSTOMIZING
	TCUDRV	Open SQL	      1	               6	On	Complete	TRANSP		Customizing: Batch Derivation	VBDRV
	/SAPAPO/TCLSYSBU	Open SQL	      1	               6	On	Complete	TRANSP		Definition of Characteristic and Class System	/SAPAPO/CONFR
	TJ02T	Open SQL	      1	               6	On	Single Record	TRANSP		System status texts	BSV
	BGRFC_CUST_O_SYS	Open SQL	      1	               6	On	Complete	TRANSP		Customizing for Outbound Scheduler/System-Wide Settings	SQRFC2
	FCOC_COGS_BA	Open SQL	      1	               6	On	Complete	TRANSP		Basis for Split	FINS_COPA_COGS_SPLIT
	TCC08	Open SQL	      1	               6	On	Complete	TRANSP		Engineering Change Management: Control Data	CC
	TACE_ITEMTYPED	Open SQL	      1	               6	On	Generic	TRANSP		Calculation Rules for Derived Accrual Types	ACE_S4
	FCOPAC_UMS_SWTCH	Open SQL	      1	               6	On	Complete	TRANSP		Derivation of Market Segment Characteristics	FINS_COPA_PROF_SEGMENT
	TKSVD	Open SQL	      1	               6	On	Complete	TRANSP		Special Valuation Date Settings	KSVD
	FCO_ICO_TE_BLART	Open SQL	      1	               6	On	Complete	TRANSP		Document type for travel expense reposting	FINS_CO_ICO
	FINS_MIG_STATUS	Open SQL	      1	               6	On	Complete	TRANSP		Overall sFIN migration status	FINS_FI_MIG
	CSPC_PROC_TYPE	Open SQL	      1	               6	On	Complete	TRANSP		Cross-System Process Control: Process Type Definition	FIN_CSPC_FRW
	/SCWM/TIMBWAXTRA	Open SQL	      1	               6	On	Complete	TRANSP		Determine ERP MM-IM Movement Type: Special Conditions	/SCWM/ERP_INTEGRATION
	CFSWITCH	Open SQL	      1	               6	On	Complete	TRANSP		Cloud Financials: Switch table	FINC_GEN_IMG
	TRWCD	Open SQL	      1	               6	On	Complete	TRANSP		AC Interface: Component Characteristics	KIST
	/SCWM/TPMTYPT	Open SQL	      1	               6	On	Generic	TRANSP		Packaging Material Types: Descriptions	/SCWM/HUBASICS
	TCKH6	Open SQL	      1	               6	On	Generic	TRANSP		Cost Component Groups - Texts	CKJ1
	T159OM	Open SQL	      1	               6	On	Complete	TRANSP		Control table for activation of new Output Management	MB
	OIB_DEF	Open SQL	      1	               5	On	Complete	TRANSP		Set default table/transaction switch	OIB_QCI
	T399J	Open SQL	      1	               5	On	Complete	TRANSP		Maintenance parameters (client)	IWO1
	NROPTIONS	Open SQL	      1	               5	On	Complete	TRANSP		Number Range Options	SZN
	/SCMB/TOWNBS	Open SQL	      1	               5	On	Complete	TRANSP		Name of Own Business System	/SCMB/BUSSYS
	BEL_C_SOT_ACTIVE	Open SQL	      1	               5	On	Complete	TRANSP		Activate Logging by SOT	BEL_CONF
